trip,cost
t333812018736,33.960523783050924
t348528545145,71.01799611400229
t77745108272,45.17210546624018
t268444731605,39.50946123180906
t64279332528,68.84027737632466
t346285073888,15.582175081440035
t151346337280,68.56634050077349
t310622112171,472.6489386415924
t266429818380,26.81182990804418
t157927093581,39.97100157086391
t318561880572,59.69962618166326
t11970435850,70.0345114639791
t25478151040,36.68310247392782
t337601234346,37.7480321450354
t247261286888,42.969796743159264
t201484872628,74.87039035006403
t203839825200,75.45616375665162
t259760313209,47.05712070523247
t91890434120,74.88297097612013
t323595787383,71.68997956360573
t238887157240,76.91867422073747
t79233102165,40.444638162263246
t119479509462,66.65473150311983
t343969149959,25.883923541500327
t292537093516,31.475351876679213
t83847512124,75.85119071143126
t233998671500,44.01558413364333
t167788782640,42.530214601007316
t222432131376,22.369201761667515
t246333056472,26.71279174295389
t157512995618,63.317233637288126
t310702631445,26.83664259411823
t278545131848,70.35935392511009
t6538220515,9.162869396351834
t244209366612,74.04642879232395
t305628788864,38.41709169461074
t281361376920,108.57386885366697
t366269059566,1934.0784456371337
t16211005686,49.796102919371634
t271225083895,63.425064017921045
t305454832656,40.20715434372306
t172139682000,45.76149433971913
t263331379164,23.944955022527623
t324654138096,48.35057467119571
t330028384320,48.56758179496414
t239304025759,40.74081087325819
t99165010140,75.46267842195924
t292061504623,1110.59013981981
t313504831024,47.7487298547371
t8690233020,73.31513564498894
t15157160230,47.34815451256602
t85988945445,45.458300596529625
t286951753704,40.76019011013028
t290727611867,69.41750368324682
t45880027414,71.2759967415297
t214844244345,40.025544431018
t18542476260,48.76367983108453
t212804084679,77.2936989277963
t94757410152,43.71791763905418
t51557388437,69.91827044190833
t209151130240,38.32666697438563
t247358080500,34.7904135807602
t189801366130,27.90891842797737
t208354090406,33.28139982700753
t256294024308,68.91591262654617
t181734773064,46.315007879933006
t348800249450,12.917309526643313
t208510048773,44.405313081327826
t389666730864,74.25652770899978
t263169803142,43.15282876042385
t125081179440,39.97100157086391
t360196401370,36.290680313458296
t96142142704,45.11851577332079
t237176223246,68.63719807372694
t384881488420,26.71279174295389
t207875936065,63.32587385902079
t195693472320,39.93317535950176
t6103237938,28.19270280771076
t144044727294,67.84811881586973
t121129516209,13.485938106503522
t48013176172,42.50483806342852
t219081498620,34.932856650040236
t348834171996,38.09089464327932
t251637328296,762.0837876817727
t209601806456,44.82563525382975
t184336563213,69.34697197556997
t34410521730,42.55171698623578
t6918902056,69.44289181081234
t161003407764,41.449122243980746
t253703823427,68.63719807372694
t83500363052,43.23594107626612
t101363431744,77.92624346361563
t307162454235,45.51946656191794
t9423431046,66.25591909727825
t357470551405,62.57939975772313
t177968734460,39.903901080679574
t187776444819,69.66489252160576
t61305959400,44.36650819181941
t24944286391,32.857029200480795
t323889762528,36.14762643812021
t287892495115,62.901263209730104
t193126769682,27.933204124609986
t264162385854,70.4581484435127
t92038648584,47.78064134639095
t181624609061,75.11503878474161
t319793938620,12.638180689900484
t380479087076,39.98145049410243
t226186973184,33.11475377264257
t69463646550,44.08789403936842
t199429643178,72.10352456335701
t32058272175,31.121372927491805
t243968830476,45.489456165852815
t179435291174,9.214699222379235
t190088297758,70.95618987641379
t344539802913,55.57441973475966
t380849856000,40.33146370061707
t182294479046,100.56472985240464
t126658320030,46.16885926500796
t4496670360,9.470427452537445
t340786636716,63.425064017921045
t134869365630,62.64897475711115
t501598974,69.95386184216422
t379184557448,69.89715520266017
t108082469424,27.302355125135637
t307977945826,70.89763175738172
t28691425840,41.72446831120847
t244723629186,44.99314738358369
t267694462284,67.61881999645549
t84769362161,34.01289335004998
t122841810870,45.1149299578911
t27353339945,40.46748078812491
t354508844144,159.87461989639527
t153424917618,26.802891118676506
t388541176264,69.27133672534846
t101748007448,41.9633348129434
t230690806920,76.65917799329074
t138479034904,36.72278202068711
t182820983614,63.42089861403292
t338333113875,75.22160989141929
t206241176064,45.1409148525109
t191095734750,44.82729949634259
t54329816520,9.049587846603597
t272693550148,59.598893925818444
t253818430866,69.33332404111118
t156268621130,76.69998034269437
t185417377075,48.69525046103827
t80565766824,65.6893184083337
t183887672302,70.00093482683269
t314493721328,36.46726590953722
t227748166800,1925.516777068864
t181425120820,78.32433763499938
t129140124141,49.443662885869145
t283770883746,143.79310927090302
t124689474742,49.67162762367885
t212280593920,27.751378904887822
t11629770465,30.64912667444828
t106602890992,554.0473555086032
t10409875446,71.53181857189398
t383418557520,47.360795020827695
t70666861405,68.87856931478704
t131819696096,48.31580590014562
t384198277329,36.996150125477804
t376347687352,11.86598257505699
t381544140017,71.7473702902443
t347544992550,15.484037790196108
t11232764877,1508.913979041858
t337877501136,74.58106937768126
t138154108767,37.760755370729484
t207573569916,31.038560394648712
t190501720695,74.56020054384274
t291281710464,12.211928307832022
t201859644580,75.18037864167188
t262234592986,69.94145592636286
t308684402985,45.68013383369116
t218875031220,39.46093939045541
t255632343561,40.86144473350684
t298235446170,38.92611106097722
t347775935267,74.30047251667966
t390635745776,41.619382963927336
t391591225710,20.61658379242439
t69903086918,34.039952237980984
t317836354806,70.4581484435127
t298741106664,69.60766092963013
t214289554797,73.67659588731576
t296881656880,34.96887259949507
t210946957263,35.81363082434112
t276461098560,25.915726749027964
t377639217298,12.638180689900484
t204991205706,73.13262793763808
t251342614650,34.31297488468513
t243759839212,66.74642887574558
t225960900174,45.958290494936314
t166037598828,41.83967902023994
t85060111114,46.310706764314915
t43604830920,71.32920017062949
t376065526668,9.145858161773635
t314913130358,45.489456165852815
t6590225979,70.0838421985415
t175284203532,44.517289886000256
t174065910910,43.05240933331547
t53654169090,49.71738187253945
t186963402983,45.90642951327797
t220339644032,38.2445043585945
t210229682217,34.2977589692524
t325064738790,122.76523248114641
t10807896880,204.66618123732053
t187279870716,43.555549737124
t204294129560,9.365705160439237
t3561292462,68.05405333481482
t390607169295,62.637954367923754
t232048558032,37.45255929142493
t24969568933,41.798704358370756
t127502624844,46.63625969948829
t311627242003,69.38324950023114
t333157101500,26.802891118676506
t124972039269,45.90642951327797
t354836709006,35.04721840036723
t27145474025,939.304509348101
t48248328912,58.53858895059862
t306906681030,71.62423900092212
t320255942084,67.94179648922804
t169718042286,70.74673787552278
t186306927408,43.67254238858855
t378968747640,29.235692588778086
t109814607630,44.04620128447608
t355131347804,27.796802813894075
t180334743600,45.31396401020963
t360400878423,73.66168513607349
t386481099610,40.34828443587637
t223012386100,14.83219682041715
t280916991588,47.43478998999772
t167529436759,65.97803269515066
t364378524778,95.20784999445821
t375771232818,45.04516258445778
t95515018560,46.83025718839499
t9730228284,13.556221150353824
t161583760422,35.75783446975598
t9257077060,44.23597965320059
t229532863320,75.86691164489298
t151066644825,62.51241329193631
t71803326860,14.543262731986447
t322296201248,40.262571065917236
t80088748056,13.414352970103893
t360930523562,39.228950660417325
t328323807110,67.91702278814667
t327412424082,75.55525124389857
t352194106348,42.40067951111426
t66561751633,33.77510172290577
t197582748462,65.78109548575658
t280479673775,85.64111206313785
t65848749904,9.470427452537445
t210642105177,46.310706764314915
t38783298656,44.450336048158206
t268421414264,38.39855835822107
t23604865980,10.14220368263671
t357190974253,40.44043421690244
t392265616034,47.37812108677847
t194041929816,51.17255980370814
t111513289120,38.2445043585945
t227485380650,68.53143531814726
t280721196054,104.25964298204904
t394280030770,44.94722969537767
t248814304148,59.91313385533299
t277581617124,34.67264641014437
t110695624900,42.645086630364304
t328066369168,26.5316161618509
t352222267392,41.637707946801044
t376063002225,29.80817315049679
t2679546176,74.92756952928261
t201436329465,48.819242714067386
t66877091864,45.5532355959529
t146530639087,38.90086460978629
t61514351436,46.910972090307425
t361993253362,31.283587985166555
t23414851920,69.70930875271782
t39348755235,47.291810830802476
t220193783980,34.3427363787272
t223732325670,34.58762003331134
t107914766400,293.0348699809133
t67041191205,62.62112912571362
t151849045722,104.61333055877385
t165282516894,46.315007879933006
t255922183744,38.00532991613042
t87079379593,74.77563876152617
t80819390370,67.98118525395424
t20614393737,1452.0406286143711
t196483052688,78.88134613029847
t391798897326,67.28377468587078
t152693469246,73.38948905767873
t329599516850,71.97796298389355
t153676101288,44.36750044382486
t390058999323,44.32886385607896
t359520377832,34.80698010739684
t312295249812,66.51907467894375
t93523146620,72.47250640814673
t234962315440,13.45178378804473
t153346724046,44.89881295060958
t11869912542,42.10835204529971
t113723050720,68.87856931478704
t42808841985,30.020940096325013
t32142604834,70.44879105096342
t38840785050,75.39005402397893
t85986957048,35.67456902603287
t156704742810,31.949559607339378
t92320435670,77.65476077435588
t224212543020,45.98825467220065
t107393695920,31.19262485105049
t55597282460,42.69278021703742
t94054715526,66.1601473732276
t322385024080,69.85706779325153
t84137144440,46.364884470208594
t299406934338,46.83025718839499
t366806767470,14.89337901484405
t349183665208,37.55609977013947
t237196357200,74.25652770899978
t47280861531,46.546138787561205
t248331429758,28.443989919707814
t144762271608,59.95578429370315
t379489844836,30.295729554166357
t137052944080,42.018318042212634
t297333886164,43.27697975928683
t350398693016,13.45178378804473
t67624322720,44.774225559611594
t296224501653,77.41256535912547
t37076742450,74.04642879232395
t17327950783,26.5316161618509
t110129678520,45.111729192447115
t150222518089,66.48336742129669
t159981495526,44.18289186420675
t370446163785,32.823723855449984
t101972772480,74.39071899309388
t367178913272,50.166185200244456
t333375922062,79.10500659399861
t137190414917,26.591639843504357
t273282793140,78.9180540438559
t140317613016,69.66489252160576
t316232453548,63.3945258382516
t375588120789,22.369201761667515
t340055307696,37.760755370729484
t5562953750,35.56523187419107
t336498880246,74.45055766527865
t64829494611,77.3124255942127
t58317515872,309.2528459880412
t89881861207,30.552627071213315
t117173268030,67.49724708781045
t105106048827,44.74302266367356
t168161706928,74.8692125105238
t120151997295,29.80817315049679
t95886496566,63.274012877362445
t321780948810,24.582367348571367
t5479122096,66.7251595252987
t104282965150,63.198593813805715
t51700120866,46.41961287647132
t197239065876,62.56101749522661
t37826747480,70.40763287440802
t242573030686,31.92527391070676
t286858391808,48.57546677421219
t271568306121,70.78137080777248
t312927852512,7.608947937168029
t134318845800,36.84543206587658
t152065206450,28.563200207208446
t353908112913,59.97913976192325
t139866765024,48.9455147046829
t91842269567,43.23594107626612
t228294153100,88.37225954240691
t243489098706,71.26177891978932
t19964226872,44.568777954767214
t35703204323,39.97100157086391
t169163924346,29.03280653492053
t313041844115,29.668702364950562
t240525497144,70.95618987641379
t162330258549,75.91289584023197
t195991580952,30.30709561836136
t215781446280,44.30660546313575
t323122314600,39.498731831992025
t173085799591,466.9361578083897
t49096677574,12.704785639089945
t56181052980,34.44768739767851
t185114664480,49.86840381915419
t87778248350,43.04743714393837
t237573874428,290.74129914539515
t17003338884,46.623554867572714
t200861060072,65.53096665252147
t63434578893,32.75297741396909
t24368328920,71.67315710124728
t351670283899,78.71476259797058
t53838910872,74.52670513352436
t52316745427,26.976296329463434
t141308353738,65.85839817269594
t137027928000,143.5353793170916
t261318911672,11.91546457399991
t276162950206,44.23597965320059
t180656394036,49.65498447740855
t80051588920,41.04711770320989
t279964620800,73.73515400634783
t106289209152,46.35879966643164
t307363399166,76.60827185890544
t203077752500,26.591639843504357
t281784615324,31.72727010556637
t195969133460,47.60221210882905
t265226220948,68.40281022125765
t133175244993,49.794167771991894
t51020789336,59.73028600307535
t371218162575,38.39855835822107
t15553677510,35.86606303423987
t374558251496,34.039952237980984
t192128967232,38.98222511581426
t51466936125,31.364091830156074
t384403126428,46.41961287647132
t276296134515,45.6286457649242
t367842467952,41.768015250301026
t96977031907,40.565210848070876
t242123620022,28.86441901346859
t114717684213,32.209293751344546
t250555513400,49.796102919371634
t223171350403,30.30344615467162
t299097160908,45.232783119049685
t172999747941,48.407701223726676
t335399301776,53.270338596778274
t23462518305,49.22808467808017
t64788836084,46.25358021178395
t124673507759,48.69525046103827
t361690443540,15.629343579154792
t76058062674,31.856590520413878
t369346244190,57.66643697882865
t42306709515,45.559560364019305
t88541914912,43.323306836184045
t244578705728,30.30709561836136
t97809704328,26.83664259411823
t16006058445,74.39448591239797
t325628028708,78.51996606498398
t341505075537,71.70339047313675
t523562676,8.899533904658368
t342141491669,65.89454031945141
t65564215200,35.89305927927117
t316668244673,928.01496962325
t326679289080,25.883923541500327
t289113885027,28.779928769118836
t153643533824,75.58310372440329
t115826261950,41.10993982812188
t307714974084,30.295729554166357
t381062337448,280.07883762497835
t115041799808,35.96131977141746
t347469992916,44.232422001613614
t25864667030,70.9274166618982
t313453354090,74.7562812412075
t181917491448,42.54839775376883
t22562900579,69.38324950023114
t99307941146,39.07501770429933
t163607312835,69.44289181081234
t353852179408,77.73434058992302
t90912653083,38.90086460978629
t83680161186,74.23986434656588
t254579319876,38.720565595739856
t214497365320,145.547736054135
t99857210700,40.903329042274635
t18171552596,43.04743714393837
t368694141794,53.04596557537199
t39268741248,60.26215452203065
t180763002405,43.94847722358645
t372783735646,44.63670960459866
t111966663048,37.7480321450354
t145975205716,73.65661732071425
t206798187149,908.8863364863792
t321513303750,40.37142398831414
t258273854292,43.52941370672643
t271180471864,12.638180689900484
t48704739552,40.293726635240425
t228890254164,489.96891241477675
t26554789555,63.05560912087928
t56670905808,45.17210546624018
t63828710547,37.20707398383625
t285418706200,75.37983365685156
t245475803346,13.605703149296744
t344438693200,41.960251706047565
t275718877205,44.05184732995711
t2807674344,78.27510786243866
t349382689164,59.88410537379444
t249312685076,36.49371873790513
t359813920620,45.28275384503054
t235376186746,41.81055955371507
t295860514950,65.83430078687562
t239159303784,35.96131977141746
t64667098292,37.45255929142493
t362690946240,134.36923077413957
t356429849634,69.72056949352002
t139650707704,71.58006993851151
t234340567123,36.713846092342386
t201517834728,69.67714415096617
t116401736375,72.51183317007775
t81121043872,65.95840797401394
t359700865272,47.345994744011925
t294321797580,74.13695992323717
t167167786727,67.94179648922804
t333799350300,37.365623933049534
t244949757136,71.21424514298937
t88608477482,44.568777954767214
t252438968634,34.01289335004998
t186174320352,71.03512345272858
t89550624240,28.644742194330647
t317899091850,73.98425428613615
t101528944044,70.81523798146421
t180975320120,37.28973132444347
t229645953666,182.37995053295424
t368559610010,77.82435719691274
t57230121988,79.09105189591656
t31827710784,33.86986405038051
t134875349232,74.14469350838522
t146022730004,43.133488565994384
t246807197175,78.26078717136406
t310801745704,35.970681820493
t394586140684,73.21174919139264
t81685116414,46.3849428114772
t187774865920,44.286319552664914
t287090494200,34.902890075827784
t223384505535,77.18645082898811
t170284657788,74.45183924989604
t324749731578,40.43852098762309
t54341813940,43.42810300238963
t198847748335,40.572134622394735
t346614327540,37.4264582657181
t282160813347,38.00532991613042
t120035212032,5.370695509090991
t212823492035,830.5095503384698
t278351161710,36.37640062371703
t245975687246,65.90201940927986
t325534920848,47.33700634881613
t367989608163,10.052620016637135
t397005420442,40.74081087325819
t246418936870,71.53181857189398
t384223086072,46.099425180546824
t387392573342,34.44347800868157
t367883439432,39.42678507199662
t218093043090,13.786883975608468
t101149330480,42.49653677211049
t86082529077,31.398521366393222
t10792558440,71.44619818330219
t375470199748,44.04620128447608
t176419603168,34.2977589692524
t126163329975,52.780671519665205
t304600120498,29.675715500600788
t249194711283,15.432482651122854
t232014748104,40.8535597542588
t317725691105,652.4456352441573
t80310304410,71.94136121587093
t6105375342,1323.123124867484
t330472441624,45.41417715236278
t395636373041,38.41807407369848
t340134838038,63.33162819351511
t57260940255,39.74458965668146
t180776166360,62.806813400088004
t368437633473,40.43184100576991
t230210336756,1200.4234886316888
t241895077624,45.48597853471186
t21803475840,73.8944980245675
t260040214950,28.14543054972151
t277591445494,44.63670960459866
t283456648620,60.289647434001935
t309592262840,28.287875540037497
t141845570230,26.86276330381314
t330059838402,40.80528461965813
t350711417997,34.51451739772517
t149109303296,79.06151942791577
t127414109127,26.772147500261937
t157755709300,72.66476102408465
t66712606401,62.66814464402516
t87853494888,69.55651215761061
t251106021518,34.834038995327845
t318287554506,59.84226105105536
t259894853550,44.51085951296284
t178697604336,70.3143673621256
t95318653212,34.708590796047034
t370260970716,74.58106937768126
t328461397797,31.244180466960902
t52430010440,48.78923231800226
t312573459546,34.7904135807602
t15207233414,38.53766438041836
t17700567205,46.90545956208477
t348238230648,40.025544431018
t199134006785,39.406758399656916
t22586122166,41.72137249173301
t254249679549,41.83974141428812
t355925875744,39.032565015278585
t377443969376,43.02146998986413
t204539120370,990.498437174412
t113563652267,69.00252680292229
t137413824128,41.8894641716368
t275698389549,46.58185870296003
t212058305540,75.14854189860873
t159862384000,31.121372927491805
t373645257804,67.98118525395424
t398059484296,53.392092145619586
t18007840998,47.9884418367882
t165603654120,67.23549573657283
t125737454896,9.479364811393646
t19528420710,32.63786494729784
t160184126933,36.225316353178314
t304571972380,80.04771732511566
t72757538955,62.9769099068237
t166625559870,43.95234938422482
t37574989932,25.7032761156644
t142878855888,36.77105715528778
t33643818604,73.55126488114647
t89980630910,135.76644221056972
t281131662936,65.4566726762104
t396609335684,38.00592453158058
t268151012108,40.9693744025505
t293504745810,78.6369628159245
t162555847840,31.523219152143362
t129865988248,65.76842158057399
t266438948490,31.73344957457796
t110276236692,63.06270989137845
t233870023349,37.504611701372504
t131298291600,40.896090463643226
t375426194742,67.62506505251045
t270946390992,39.08838389166802
t236173127943,31.887748950760017
t119142490112,57.98855743314159
t328682480720,65.91280370425517
t173268420084,39.228950660417325
t315290441410,77.34279070163501
t17533460076,34.07841533987208
t393934954470,77.2936989277963
t382647421780,584.4290909687013
t244546790033,33.28139982700753
t340910702808,72.37085873556501
t303289108315,66.62002610008926
t41510160860,71.21669446228533
t353047855680,74.45055766527865
t170150731520,566.9422768997092
t33609674913,68.28473534913851
t80515683786,63.056458941279345
t103365100949,76.53491800183349
t129248265440,36.069929085046496
t254787079722,821.2024184963293
t29773947366,72.35705716085798
t362960673114,28.839634385244924
t320883241248,48.9455147046829
t113268143275,66.14814776334026
t288090963898,40.025544431018
t118776197118,40.69729151596498
t342642211856,28.35716226771744
t39882961863,33.23572453537827
t354025249710,29.89425366469131
t14947451092,55.352458171746704
t150693584660,71.4327450561864
t249332786874,40.64386078638183
t103904913544,40.79582989248528
t240826539905,43.555549737124
t385650330624,45.87044414013168
t103996107748,46.86026758446011
t167291256012,47.81849289985145
t342814689123,60.09293375279334
t271684540980,44.22754321677047
t382981587703,45.04516258445778
t261448628994,15.432482651122854
t72405474960,12.172247330561248
t341894476680,43.49431823618335
t26644473405,44.8522946959544
t129717125152,26.73028792092198
t150102690062,69.27133672534846
t96623306196,46.67898736235614
t377045013891,38.25284231509376
t386893817450,68.04968489185222
t206699842134,63.42089861403292
t314250006928,44.89881295060958
t171280708415,74.94518057507278
t22133557104,75.72744805514833
t297547242345,37.629895219767576
t136857411068,40.572134622394735
t321194504328,75.67222561168634
t56757222276,28.704978312207682
t234136803534,46.49626219728562
t65592381960,63.08133729708543
t202473275892,13.885919279675807
t291969005692,44.04620128447608
t224909885739,12.20299094897582
t21082009100,41.545734514465934
t146553893040,36.68400125623368
t68226278328,78.74205001335638
t214361805490,68.56634050077349
t240941652352,6.912728871987035
t168996685986,76.60827185890544
t319169922890,43.05240933331547
t306080370731,70.7047423895073
t394296399180,59.57622339711538
t319905637839,24.782360270574134
t332906350128,73.75488203677551
t372974185350,31.32600229799975
t213210277032,63.07707738240304
t361059907770,75.04471699680872
t68962775525,57.73044181679028
t25778824140,49.7082245280986
t196553112903,404.4979125624677
t107022658122,68.09620618463136
t63471253248,7.608947937168029
t273103954704,70.7468822057553
t223388557865,30.665174859399002
t345533580904,9.162869396351834
t353648586843,49.562923704189814
t321819865068,70.61844007489506
t86044771179,48.89504243077778
t129464145870,14.83219682041715
t375684451975,59.94301312768958
t83906415360,40.01354587427796
t63692051940,68.70001875877747
t187189957294,42.326443463951975
t140686651970,44.441338111506326
t353400176448,1700.2743860921041
t112945848426,38.377352933389425
t53097944970,35.67456902603287
t127986960246,65.94072376765781
t85177360000,1204.8526864727837
