trip,cost
t101363431744,77.92803319187972
t307162454235,45.57135042119915
t9423431046,66.18142437619714
t357470551405,62.65107475348337
t177968734460,39.959276160382586
t187776444819,69.60171955248887
t61305959400,44.33312548398062
t24944286391,32.9055180567233
t323889762528,36.18944461818378
t287892495115,62.99042696267309
t193126769682,27.98833932526978
t264162385854,70.40491383038477
t92038648584,47.651736794344394
t181624609061,75.20879155874103
t319793938620,12.569458875833684
t380479087076,40.018462053878686
t226186973184,33.07709894543162
t69463646550,44.147154961061055
t199429643178,71.94902300366714
t32058272175,31.055957296023646
t243968830476,45.54324720109039
t179435291174,9.210861114131028
t190088297758,70.98569823427289
t344539802913,55.5720152812869
t380849856000,40.353257906605236
t182294479046,99.95064195578583
t126658320030,46.173205895738576
t4496670360,9.430588601058776
t340786636716,63.531185012160456
t134869365630,62.703211507630506
t501598974,69.9797375393089
t379184557448,69.84172709233206
t108082469424,27.199057250393345
t307977945826,70.93518661046656
t28691425840,41.88120667246576
t244723629186,45.19243337800723
t267694462284,67.53119620628988
t84769362161,33.88417369350815
t122841810870,45.20018920045017
t27353339945,40.54746462800763
t354508844144,160.90234648224367
t153424917618,26.750897136034652
t388541176264,69.19888530372427
t101748007448,41.930865792879
t230690806920,76.73466915796818
t138479034904,36.70461250328829
t182820983614,63.522854204384195
t338333113875,75.37690508557296
t206241176064,45.31570803143783
t191095734750,44.7870757993258
t54329816520,9.232383968048502
t272693550148,59.36846122199822
t253818430866,69.3203193468708
t156268621130,76.7705051189825
t185417377075,48.60902585493787
t80565766824,65.66062686793694
t183887672302,69.9311985721224
t314493721328,36.470935475080296
t227748166800,1925.7369232783533
t181425120820,78.31633884421751
t129140124141,49.49634981958986
t283770883746,143.05574674004825
t124689474742,49.60381432938895
t212280593920,27.823648236411387
t11629770465,30.626265815327223
t106602890992,553.2102505679877
t10409875446,71.5221713845106
t383418557520,47.284212111967896
t70666861405,68.95449580730846
t131819696096,48.81611726293773
t384198277329,37.100031116434124
t376347687352,12.025939072843473
t381544140017,71.72240171330112
t347544992550,15.542881793771121
t11232764877,1509.7782754665286
t337877501136,74.69485359911252
t138154108767,37.920219084964835
t207573569916,30.964898117788636
t190501720695,74.52578896610345
t291281710464,12.336755632998026
t201859644580,75.28992598451563
t262234592986,69.88648240936637
t308684402985,45.90088656386669
t218875031220,39.312007870266285
t255632343561,40.83010534836135
t298235446170,38.82797590613413
t347775935267,74.3834615128515
t390635745776,41.76272985607733
t391591225710,20.71618073792495
t69903086918,33.92564956263188
t317836354806,70.40491383038477
t298741106664,69.57951863660402
t214289554797,73.74186364963151
t296881656880,35.04480849244717
t210946957263,35.805591116455666
t276461098560,25.78673570935964
t377639217298,12.569458875833684
t204991205706,73.10512251345975
t251342614650,34.3615302137062
t243759839212,66.78900795901068
t225960900174,46.14369280627888
t166037598828,41.85475782075331
t85060111114,46.341609298893495
t43604830920,71.24240760444258
t376065526668,9.247297034912016
t314913130358,45.54324720109039
t6590225979,70.03268226085254
t175284203532,44.48668624783058
t174065910910,43.108221376591864
t53654169090,49.76071818233476
t186963402983,46.1075749079036
t220339644032,38.172282032618675
t210229682217,34.39267904079973
t325064738790,118.2003792078983
t10807896880,204.46239787503168
t187279870716,43.60854744177729
t204294129560,9.29439764845416
t3561292462,68.21409421845776
t390607169295,62.49411704883578
t232048558032,37.371339438562764
t24969568933,41.932899897161434
t127502624844,46.67263536577346
t311627242003,69.37083097067713
t333157101500,26.750897136034652
t124972039269,46.1075749079036
t354836709006,35.08483520771688
t27145474025,936.5546974071395
t48248328912,58.97939958088474
t306906681030,71.62165457655126
t320255942084,67.88782729242092
t169718042286,69.866141156319
t186306927408,43.80528985530211
t378968747640,29.257207092229027
t109814607630,43.98038398374709
t355131347804,27.736328711284244
t180334743600,45.2988989371673
t360400878423,73.75231772087746
t386481099610,40.419774438158996
t223012386100,14.832282282191724
t280916991588,47.351818749526686
t167529436759,66.04157564420755
t364378524778,93.95802024038127
t375771232818,45.20215301925735
t95515018560,46.8244967681474
t9730228284,13.622141168505498
t161583760422,35.69680220977562
t9257077060,44.242467118901175
t229532863320,75.92277287474688
t151066644825,62.417156753550366
t71803326860,14.527669453535882
t322296201248,40.27548545458838
t80088748056,13.368078384360619
t360930523562,39.18926270999481
t328323807110,68.05278031750427
t327412424082,75.59950090088306
t352194106348,42.329068983166025
t66561751633,34.14457524146583
t197582748462,65.72732158674754
t280479673775,85.44133514922494
t65848749904,9.430588601058776
t210642105177,46.341609298893495
t38783298656,44.518870491091796
t268421414264,38.37264390760424
t23604865980,10.16749833817381
t357190974253,40.288228510709175
t392265616034,47.28711070383038
t194041929816,51.22430433031668
t111513289120,38.172282032618675
t227485380650,68.54260696441952
t280721196054,103.742285536852
t394280030770,44.853039407845195
t248814304148,60.055969706515576
t277581617124,34.787980808569976
t110695624900,42.57553931907821
t328066369168,26.523691079194965
t352222267392,41.65910577397318
t376063002225,29.574558199797288
t2679546176,74.88385609958084
t201436329465,48.7384915316504
t66877091864,45.59059060718899
t146530639087,38.96163369955305
t61514351436,46.8523892794918
t361993253362,31.3301726439171
t23414851920,69.6955111211583
t39348755235,47.251071612776826
t220193783980,34.443704874153624
t223732325670,34.604568985079716
t107914766400,292.2042309286235
t67041191205,62.773611248253424
t151849045722,104.53453007506724
t165282516894,46.311244397561325
t255922183744,38.01440205027843
t87079379593,74.73117101670468
t80819390370,67.94188558359208
t20614393737,1448.2318919943673
t196483052688,78.79975585922975
t391798897326,67.2373873234017
t152693469246,73.48482680920513
t329599516850,71.85918524513086
t153676101288,44.37589673115558
t390058999323,44.356656545165734
t359520377832,34.87240213984251
t312295249812,66.4500374804461
t93523146620,72.47548461805127
t234962315440,13.446269297280868
t153346724046,44.87460267734222
t11869912542,42.098429401878725
t113723050720,68.95449580730846
t42808841985,30.016293110740843
t32142604834,70.34147553454402
t38840785050,75.45209748887584
t85986957048,35.58261278351106
t156704742810,32.00131686177348
t92320435670,77.68376623865318
t224212543020,45.97055460196965
t107393695920,31.14485320246719
t55597282460,42.744016092033824
t94054715526,66.14545191198253
t322385024080,69.7940229766398
t84137144440,46.365781971423054
t299406934338,46.8244967681474
t366806767470,14.868400180567008
t349183665208,37.49273848070862
t237196357200,74.17246398733552
t47280861531,46.51436619816929
t248331429758,28.39594874200352
t144762271608,60.22487348852935
t379489844836,30.101398302058296
t137052944080,41.97215244184714
t297333886164,43.19827714552679
t350398693016,13.446269297280868
t67624322720,44.96847599104936
t296224501653,77.3331034355361
t37076742450,73.97859214275336
t17327950783,26.523691079194965
t110129678520,45.24686918201338
t150222518089,66.47077842169496
t159981495526,44.11364749794475
t370446163785,32.89419758882966
t101972772480,74.42431365757449
t367178913272,50.09857904917055
t333375922062,79.70992926465736
t137190414917,26.586437874874925
t273282793140,78.8391598455243
t140317613016,69.60171955248887
t316232453548,63.43820252489188
t375588120789,22.446949208149483
t340055307696,37.920219084964835
t5562953750,35.60508075277667
t336498880246,74.47885123143621
t64829494611,77.26288982367929
t58317515872,308.9626011557699
t89881861207,30.549393623017448
t117173268030,67.40350601644123
t105106048827,44.738181557815864
t168161706928,75.07433200346945
t120151997295,29.574558199797288
t95886496566,63.221762326990515
t321780948810,24.671759462157386
t5479122096,66.65579390411301
t104282965150,63.23734036808995
t51700120866,46.40931700050123
t197239065876,62.606070482396575
t37826747480,70.30984124930433
t242573030686,31.982076675783638
t286858391808,48.36087541243805
t271568306121,70.72282157159962
t312927852512,7.28814924652844
t134318845800,36.98810915738793
t152065206450,28.484232369372947
t353908112913,59.99264231681526
t139866765024,49.169876150088456
t91842269567,43.27372388837209
t228294153100,87.45045170200133
t243489098706,71.21687906760599
t19964226872,44.5507333997688
t35703204323,40.03580273279228
t169163924346,29.043697634050048
t313041844115,29.675562383709714
t240525497144,70.98569823427289
t162330258549,75.9592069026319
t195991580952,30.35434359573151
t215781446280,44.36343980810745
t323122314600,39.4229397382028
t173085799591,467.1182872964669
t49096677574,12.681460011090048
t56181052980,34.5450673307574
t185114664480,49.809416586062284
t87778248350,43.12501802566971
t237573874428,293.19497011696217
t17003338884,46.604657495155195
t200861060072,65.4219796917617
t63434578893,32.79695900884639
t24368328920,71.51783062095159
t351670283899,78.70583897767942
t53838910872,74.55382225435339
t52316745427,26.50485973351183
t141308353738,65.99012703386845
t137027928000,143.23854427871447
t261318911672,12.094629633229314
t276162950206,44.242467118901175
t180656394036,50.05579949070577
t80051588920,41.055264459154166
t279964620800,73.79237527343784
t106289209152,46.33142608457227
t307363399166,76.64002089066244
t203077752500,26.586437874874925
t281784615324,31.642349201611257
t195969133460,47.62820275159364
t265226220948,68.46454073060126
t133175244993,49.75772336136661
t51020789336,59.664067031785464
t371218162575,38.37264390760424
t15553677510,35.91048605383131
t374558251496,33.92564956263188
t192128967232,39.03489243133555
t51466936125,31.356227788730116
t384403126428,46.40931700050123
t276296134515,45.83683941192847
t367842467952,41.828736036490724
t96977031907,40.56591135068276
t242123620022,28.73383337300652
t114717684213,32.48257714197132
t250555513400,50.37765963512998
t223171350403,30.277609548723124
t299097160908,45.23426969879272
t172999747941,48.17838996576389
t335399301776,52.85765946284366
t23462518305,49.3064272296955
t64788836084,46.26628517942727
t124673507759,48.60902585493787
t361690443540,15.688332696639662
t76058062674,31.897057078425412
t369346244190,57.96888698866316
t42306709515,45.59059060718899
t88541914912,43.348712518803644
t244578705728,30.35434359573151
t97809704328,26.879654588260877
t16006058445,74.40583889022562
t325628028708,78.49634539901092
t341505075537,71.68628381492584
t523562676,8.994322135183435
t342141491669,65.72288038255516
t65564215200,35.85324197162828
t316668244673,927.3701492074374
t326679289080,25.49136163988542
t289113885027,28.69361036111365
t153643533824,75.52659715827924
t115826261950,41.07182362597032
t307714974084,30.101398302058296
t381062337448,279.9228424862848
t115041799808,36.0407387554814
t347469992916,44.16770578911591
t25864667030,70.90990229352298
t313453354090,74.72275230175094
t181917491448,42.503201910125554
t22562900579,69.37083097067713
t99307941146,39.022418526274436
t163607312835,69.37559075053093
t353852179408,77.74185165103744
t90912653083,38.96163369955305
t83680161186,74.25747680104192
t254579319876,38.74402578376487
t214497365320,145.51696563854338
t99857210700,41.05045920149263
t18171552596,43.12501802566971
t368694141794,53.026421354601396
t39268741248,60.13666332262575
t180763002405,43.91567316665533
t372783735646,44.83043748922661
t111966663048,37.677861317658696
t145975205716,73.75108559357692
t206798187149,910.2072432852582
t321513303750,40.37249809259508
t258273854292,43.67582417858957
t271180471864,12.569458875833684
t48704739552,40.325154686496475
t228890254164,488.7555433354129
t26554789555,62.98658826739334
t56670905808,45.23234874986318
t63828710547,37.206456775045545
t285418706200,75.4159402018867
t245475803346,13.69083172889134
t344438693200,41.96516588768107
t275718877205,44.04780934497282
t2807674344,78.22117519753358
t349382689164,59.705542900909194
t249312685076,36.553374518046574
t359813920620,45.323407928098185
t235376186746,41.87412508887546
t295860514950,65.72431904201295
t239159303784,36.0407387554814
t64667098292,37.371339438562764
t362690946240,130.4496889652713
t356429849634,69.70384192893457
t139650707704,71.57250102204254
t234340567123,36.70461250328829
t201517834728,69.65403958367061
t116401736375,72.54483028058519
t81121043872,65.83839340164116
t359700865272,47.218597001451585
t294321797580,73.9244706887595
t167167786727,67.88782729242092
t333799350300,37.47463318104047
t244949757136,71.24520171175999
t88608477482,44.5507333997688
t252438968634,33.88417369350815
t186174320352,70.96495363153139
t89550624240,28.560408003163246
t317899091850,74.02299007861997
t101528944044,70.74835010843621
t180975320120,37.397760988730695
t229645953666,182.12173273094757
t368559610010,77.83411631032939
t57230121988,78.93658224642297
t31827710784,33.79975236223562
t134875349232,74.06633403825481
t146022730004,43.07500249209619
t246807197175,78.204405153275
t310801745704,35.939456292353185
t394586140684,73.22519516012905
t81685116414,46.39330252358917
t187774865920,44.311267492781
t287090494200,34.92233822660674
t223384505535,77.16995213405043
t170284657788,74.49018057498738
t324749731578,40.61377064345908
t54341813940,43.55734736220114
t198847748335,40.4302876163715
t346614327540,37.42629604803775
t282160813347,38.01440205027843
t120035212032,5.685596302300635
t212823492035,834.2360196222521
t278351161710,36.37472660143797
t245975687246,65.92401104756361
t325534920848,47.29646066516156
t367989608163,10.031307385569194
t397005420442,40.87377262542263
t246418936870,71.5221713845106
t384223086072,46.08907100318349
t387392573342,34.59824065481432
t367883439432,39.29276768427644
t218093043090,13.819517424788714
t101149330480,42.46708401175027
t86082529077,31.35448635156086
t10792558440,71.31162396670202
t375470199748,43.98038398374709
t176419603168,34.39267904079973
t126163329975,52.67505153542417
t304600120498,29.823362458721103
t249194711283,15.478699547546002
t232014748104,40.83010534836135
t317725691105,651.7372787890959
t80310304410,71.70588069590202
t6105375342,1324.0672946568432
t330472441624,45.49061626761619
t395636373041,38.37838829021922
t340134838038,63.44470093659076
t57260940255,39.818315208138316
t180776166360,63.03599008142601
t368437633473,40.515308598453885
t230210336756,1204.495292693065
t241895077624,45.56173215487295
t21803475840,73.8259070598772
t260040214950,28.136295288285798
t277591445494,44.83043748922661
t283456648620,60.21163434554293
t309592262840,28.30714680151054
t141845570230,26.97029093562921
t330059838402,40.785389185605325
t350711417997,34.60969656913198
t149109303296,78.89717826012841
t127414109127,26.718741106480902
t157755709300,72.60315028303259
t66712606401,62.723996044642114
t87853494888,69.5446344226431
t251106021518,34.913878008966236
t318287554506,59.85496659063612
t259894853550,44.4398174756327
t178697604336,70.30760587903634
t95318653212,34.75764713774837
t370260970716,74.69485359911252
t328461397797,31.209035448692312
t52430010440,48.71038831154164
t312573459546,34.81807844325868
t15207233414,38.355819636080874
t17700567205,46.84010918764611
t348238230648,40.100431971166856
t199134006785,39.33672541747789
t22586122166,41.72594429376875
t254249679549,41.8933652748653
t355925875744,39.103692805215374
t377443969376,42.87591727465014
t204539120370,991.7807488605426
t113563652267,68.98864277820786
t137413824128,42.02991253516814
t275698389549,46.617277281408334
t212058305540,75.24469274497135
t159862384000,31.055957296023646
t373645257804,67.94188558359208
t398059484296,53.46349413620987
t18007840998,47.96981503954319
t165603654120,67.19267116064567
t125737454896,9.430588601058776
t19528420710,32.725558996158185
t160184126933,36.26280464239178
t304571972380,80.95266579036802
t72757538955,62.96139580241693
t166625559870,43.951600471330494
t37574989932,25.866156494634467
t142878855888,36.74932866604431
t33643818604,73.6484892349492
t89980630910,136.57975942113944
t281131662936,65.47799684167862
t396609335684,38.12834991765335
t268151012108,41.097802607591234
t293504745810,78.54739364942714
t162555847840,31.484199611049416
t129865988248,66.02414784864797
t266438948490,31.785599939561198
t110276236692,62.95480744755182
t233870023349,37.4286913287704
t131298291600,40.84762755204231
t375426194742,67.56594889164198
t270946390992,39.16832204358995
t236173127943,31.94672631033351
t119142490112,58.037608335521455
t328682480720,65.81435405157674
t173268420084,39.18926270999481
t315290441410,77.31346531440283
t17533460076,34.213063132136746
t393934954470,77.24611977942071
t382647421780,586.5777253944337
t244546790033,33.24358197213031
t340910702808,72.3247939481808
t303289108315,66.63263032517851
t41510160860,71.10788843628941
t353047855680,74.47885123143621
t170150731520,567.1066607330121
t33609674913,68.41985064212467
t80515683786,62.96843622362315
t103365100949,76.59261737573729
t129248265440,36.14210121208517
t254787079722,819.712820391096
t29773947366,72.3247939481808
t362960673114,28.84592335728184
t320883241248,49.169876150088456
t113268143275,66.05373418634849
t288090963898,40.100431971166856
t118776197118,40.53103475312136
t342642211856,28.33320194632356
t39882961863,33.23017709810028
t354025249710,29.925584660925587
t14947451092,55.1247619245481
t150693584660,71.43150726325173
t249332786874,40.49491685474608
t103904913544,40.785389185605325
t240826539905,43.60854744177729
t385650330624,46.08833472191375
t103996107748,46.85259998825616
t167291256012,47.68551637831617
t342814689123,60.1159746222859
t271684540980,44.24954291547454
t382981587703,45.20215301925735
t261448628994,15.478699547546002
t72405474960,12.304599603444274
t341894476680,43.53244827046239
t26644473405,44.75602676983849
t129717125152,26.674721502244353
t150102690062,69.19888530372427
t96623306196,46.65167208189001
t377045013891,38.362026945861345
t386893817450,67.94587399513024
t206699842134,63.522854204384195
t314250006928,44.87460267734222
t171280708415,75.11518414819244
t22133557104,75.81658281683963
t297547242345,37.54443170540429
t136857411068,40.4302876163715
t321194504328,75.77624443626333
t56757222276,28.60512416591927
t234136803534,46.45982862430756
t65592381960,63.00543658757907
t202473275892,13.918037785731011
t291969005692,43.98038398374709
t224909885739,12.336755632998026
t21082009100,41.572891453248275
t146553893040,36.73849735499665
t68226278328,78.74617735825572
t214361805490,68.71651278865636
t240941652352,6.987431697221141
t168996685986,76.64002089066244
t319169922890,43.108221376591864
t306080370731,70.63156119503023
t394296399180,59.55398182841044
t319905637839,24.77323761573323
t332906350128,73.83882748907837
t372974185350,31.269466754202625
t213210277032,62.94170664468889
t361059907770,74.97159799508229
t68962775525,58.05895187088525
t25778824140,49.66998146586516
t196553112903,401.500616384701
t107022658122,68.22829341174318
t63471253248,7.28814924652844
t273103954704,70.80090857654967
t223388557865,30.827019488085117
t345533580904,9.269641762064019
t353648586843,49.517296382989
t321819865068,70.65991481775886
t86044771179,48.80930330637978
t129464145870,14.832282282191724
t375684451975,59.7916392009358
t83906415360,40.08119178517701
t63692051940,68.82591794968387
t187189957294,42.27737575847035
t140686651970,44.48671446153805
t353400176448,1699.498357145146
t112945848426,38.309587916339396
t53097944970,35.58261278351106
t127986960246,66.10125802115547
t85177360000,1206.2944842736924
